gene_symbol,entrez_id,compound_id
TYMS,7298,BRD-K24844714
PTGER1,5731,BRD-K25015158
PGD,5226,BRD-K25106841
AARS,16,BRD-K25125382
AARS2,57505,BRD-K25125382
ABAT,18,BRD-K25125382
AGXT,189,BRD-K25125382
AGXT2,64902,BRD-K25125382
GPRC6A,222545,BRD-K25125382
GPT,2875,BRD-K25125382
GPT2,84706,BRD-K25125382
KYNU,8942,BRD-K25125382
NFS1,9054,BRD-K25125382
PHYKPL,85007,BRD-K25125382
SLC1A4,6509,BRD-K25125382
SLC36A1,206358,BRD-K25125382
SLC7A8,23428,BRD-K25125382
AVPR1A,552,BRD-K25243230
AVPR1B,553,BRD-K25243230
AVPR2,554,BRD-K25243230
OXTR,5021,BRD-K25243230
PTGS1,5742,BRD-K25394294
PTGS2,5743,BRD-K25394294
DHFR,1719,BRD-K25494650
ACHE,43,BRD-K25650355
BCHE,590,BRD-K25650355
AGTR1,185,BRD-K25723200
AGTR2,186,BRD-K25723200
P2RY12,64805,BRD-K25838957
DRD2,1813,BRD-K25943794
HTR2A,3356,BRD-K25943794
VKORC1,79001,BRD-K25991148
NR3C2,4306,BRD-K26024145
GABRA1,2554,BRD-K26262077
GABRA2,2555,BRD-K26262077
GABRA3,2556,BRD-K26262077
GABRA4,2557,BRD-K26262077
GABRA5,2558,BRD-K26262077
GABRA6,2559,BRD-K26262077
GABRB1,2560,BRD-K26262077
GABRB2,2561,BRD-K26262077
GABRB3,2562,BRD-K26262077
GABRD,2563,BRD-K26262077
GABRE,2564,BRD-K26262077
GABRG1,2565,BRD-K26262077
GABRG2,2566,BRD-K26262077
GABRG3,2567,BRD-K26262077
GABRP,2568,BRD-K26262077
GABRQ,55879,BRD-K26262077
GRIN1,2902,BRD-K26262077
GRIN2A,2903,BRD-K26262077
GRIN2B,2904,BRD-K26262077
GRIN2C,2905,BRD-K26262077
GRIN2D,2906,BRD-K26262077
GRIN3A,116443,BRD-K26262077
GRIN3B,116444,BRD-K26262077
GRM5,2915,BRD-K26262077
PTGS1,5742,BRD-K26404903
PTGS2,5743,BRD-K26404903
CATSPER1,117144,BRD-K26521938
CATSPER2,117155,BRD-K26521938
CATSPER3,347732,BRD-K26521938
CATSPER4,378807,BRD-K26521938
PTGDR,5729,BRD-K26521938
PTGDR2,11251,BRD-K26521938
PTGER1,5731,BRD-K26521938
PTGER2,5732,BRD-K26521938
PTGER3,5733,BRD-K26521938
PTGER4,5734,BRD-K26521938
PTGFR,5737,BRD-K26521938
TBXA2R,6915,BRD-K26521938
GABRA1,2554,BRD-K26619122
GABRB2,2561,BRD-K26619122
GABRG2,2566,BRD-K26619122
GLRA1,2741,BRD-K26619122
GLRB,2743,BRD-K26619122
TLR7,51284,BRD-K26657438
TLR8,51311,BRD-K26657438
DRD2,1813,BRD-K26801045
HRH1,3269,BRD-K26801045
HTR1A,3350,BRD-K26801045
HTR1B,3351,BRD-K26801045
HTR1D,3352,BRD-K26801045
HTR2A,3356,BRD-K26801045
CYP1B1,1545,BRD-K26862302
PTGS1,5742,BRD-K26901728
PTGS2,5743,BRD-K26901728
ESR1,2099,BRD-K27062708
ESR2,2100,BRD-K27062708
HRH1,3269,BRD-K27184429
VDR,7421,BRD-K27316855
PGR,5241,BRD-K27351809
SLC12A3,6559,BRD-K27393415
P2RY12,64805,BRD-K27721098
DRD2,1813,BRD-K27898013
HTR1B,3351,BRD-K27898013
HTR4,3360,BRD-K27898013
HTR3A,3359,BRD-K28029915
ADRA1A,148,BRD-K28143534
ADRA1B,147,BRD-K28143534
ADRA1D,146,BRD-K28143534
CHRM1,1128,BRD-K28143534
CHRM2,1129,BRD-K28143534
CHRM3,1131,BRD-K28143534
HRH1,3269,BRD-K28143534
HTR2A,3356,BRD-K28143534
HTR2C,3358,BRD-K28143534
HTR6,3362,BRD-K28143534
HTR7,3363,BRD-K28143534
DHFR,1719,BRD-K28183345
CNR1,1268,BRD-K28224173
AHR,196,BRD-K28307902
AR,367,BRD-K28307902
CYP2C8,1558,BRD-K28346421
CYP2C9,1559,BRD-K28346421
CYP3A4,1576,BRD-K28346421
HDAC10,83933,BRD-K28537285
HDAC3,8841,BRD-K28537285
ACE,1636,BRD-K28550399
FASN,2194,BRD-K28667793
PTGS1,5742,BRD-K28687144
PTGS2,5743,BRD-K28687144
ADRA1A,148,BRD-K28761384
ADRA2A,150,BRD-K28761384
DRD1,1812,BRD-K28761384
DRD2,1813,BRD-K28761384
DRD5,1816,BRD-K28761384
HRH1,3269,BRD-K28761384
HTR2A,3356,BRD-K28761384
MTNR1A,4543,BRD-K28761891
MTNR1B,4544,BRD-K28761891
ALOX5,240,BRD-K28849549
CHUK,1147,BRD-K28849549
IKBKB,3551,BRD-K28849549
MPO,4353,BRD-K28849549
PPARG,5468,BRD-K28849549
PTGS1,5742,BRD-K28849549
PTGS2,5743,BRD-K28849549
BST1,683,BRD-K28912512
LDHA,3939,BRD-K28912512
PARP1,142,BRD-K28912512
SIRT5,23408,BRD-K28912512
HRH1,3269,BRD-K28936863
KCNA10,3744,BRD-K29113274
JAK2,3717,BRD-K29254801
MTOR,2475,BRD-K29415052
PIK3CA,5290,BRD-K29415052
PIK3CB,5291,BRD-K29415052
PIK3CG,5294,BRD-K29415052
ACE,1636,BRD-K29462201
SLC18A2,6571,BRD-K29462201
FGF1,2246,BRD-K29530284
IL3,3562,BRD-K29530284
PDE4A,5141,BRD-K29530284
PDE4B,5142,BRD-K29530284
PDE4C,5143,BRD-K29530284
PDE4D,5144,BRD-K29530284
S100A12,6283,BRD-K29530284
S100A13,6284,BRD-K29530284
GAST,2520,BRD-K29570907
ADRA1A,148,BRD-K29582115
ADRA1B,147,BRD-K29582115
ADRA2A,150,BRD-K29582115
ADRA2B,151,BRD-K29582115
ADRA2C,152,BRD-K29582115
CHRM1,1128,BRD-K29582115
CHRM2,1129,BRD-K29582115
CHRM3,1131,BRD-K29582115
CHRM4,1132,BRD-K29582115
CHRM5,1133,BRD-K29582115
DRD1,1812,BRD-K29582115
DRD2,1813,BRD-K29582115
DRD3,1814,BRD-K29582115
DRD4,1815,BRD-K29582115
DRD5,1816,BRD-K29582115
HRH1,3269,BRD-K29582115
HTR1A,3350,BRD-K29582115
HTR1B,3351,BRD-K29582115
HTR1D,3352,BRD-K29582115
HTR1E,3354,BRD-K29582115
HTR2A,3356,BRD-K29582115
HTR2C,3358,BRD-K29582115
HTR3A,3359,BRD-K29582115
HTR6,3362,BRD-K29582115
HTR7,3363,BRD-K29582115
SLC6A4,6532,BRD-K29582115
CACNA1G,8913,BRD-K29582677
CACNA1H,8912,BRD-K29582677
CACNA1I,8911,BRD-K29582677
CALM1,801,BRD-K29582677
HRH1,3269,BRD-K29582677
CHRM1,1128,BRD-K29626940
CHRM3,1131,BRD-K29626940
CA1,759,BRD-K29653726
CA12,771,BRD-K29653726
CA2,760,BRD-K29653726
CA4,762,BRD-K29653726
CA7,766,BRD-K29653726
GABRA1,2554,BRD-K29653726
GABRA2,2555,BRD-K29653726
GABRA3,2556,BRD-K29653726
GABRA4,2557,BRD-K29653726
GABRA5,2558,BRD-K29653726
GABRA6,2559,BRD-K29653726
GABRB1,2560,BRD-K29653726
GABRB2,2561,BRD-K29653726
GABRB3,2562,BRD-K29653726
GABRD,2563,BRD-K29653726
GABRE,2564,BRD-K29653726
GABRG1,2565,BRD-K29653726
GABRG2,2566,BRD-K29653726
GABRG3,2567,BRD-K29653726
GABRP,2568,BRD-K29653726
GABRQ,55879,BRD-K29653726
GRIA1,2890,BRD-K29653726
GRIA2,2891,BRD-K29653726
GRIA3,2892,BRD-K29653726
GRIA4,2893,BRD-K29653726
GRIK1,2897,BRD-K29653726
GRIK2,2898,BRD-K29653726
GRIK3,2899,BRD-K29653726
GRIK4,2900,BRD-K29653726
GRIK5,2901,BRD-K29653726
SCN10A,6336,BRD-K29653726
SCN11A,11280,BRD-K29653726
SCN1A,6323,BRD-K29653726
SCN2A,6326,BRD-K29653726
SCN3A,6328,BRD-K29653726
SCN4A,6329,BRD-K29653726
SCN5A,6331,BRD-K29653726
SCN7A,6332,BRD-K29653726
SCN8A,6334,BRD-K29653726
SCN9A,6335,BRD-K29653726
SIGMAR1,10280,BRD-K29812331
CSF1,1435,BRD-K29905972
FLT1,2321,BRD-K29905972
FLT4,2324,BRD-K29905972
KDR,3791,BRD-K29905972
PLK4,10733,BRD-K29905972
IL1B,3553,BRD-K29918010
ESR1,2099,BRD-K29950728
ACHE,43,BRD-K29996876
REN,5972,BRD-K30020243
PNLIP,5406,BRD-K30177383
CLCN1,1180,BRD-K30213273
PPARA,5465,BRD-K30213273
HRH1,3269,BRD-K30240666
SRD5A1,6715,BRD-K30373883
SRD5A2,6716,BRD-K30373883
SRD5A3,79644,BRD-K30373883
NR3C1,2908,BRD-K30468934
SLC12A1,6557,BRD-K30480208
DGAT1,8694,BRD-K30553453
MTTP,4547,BRD-K30553453
SOAT1,6646,BRD-K30553453
SOAT2,8435,BRD-K30553453
BCL2,596,BRD-K30577245
MAP2,4133,BRD-K30577245
MAP4,4134,BRD-K30577245
MAPT,4137,BRD-K30577245
NR1I2,8856,BRD-K30577245
TUBA1A,7846,BRD-K30577245
TUBA1B,10376,BRD-K30577245
TUBA1C,84790,BRD-K30577245
TUBA3C,7278,BRD-K30577245
TUBA3D,113457,BRD-K30577245
TUBA3E,112714,BRD-K30577245
TUBA4A,7277,BRD-K30577245
TUBB,203068,BRD-K30577245
TUBB1,81027,BRD-K30577245
TUBB2A,7280,BRD-K30577245
TUBB2B,347733,BRD-K30577245
TUBB3,10381,BRD-K30577245
TUBB4A,10382,BRD-K30577245
TUBB4B,10383,BRD-K30577245
TUBB6,84617,BRD-K30577245
TUBB8,347688,BRD-K30577245
CHRNA2,1135,BRD-K30634073
OPRM1,4988,BRD-K30634073
CA12,771,BRD-K30649484
CA14,23632,BRD-K30649484
CA2,760,BRD-K30649484
CA4,762,BRD-K30649484
CA6,765,BRD-K30649484
CA9,768,BRD-K30649484
HTR1A,3350,BRD-K30652337
HTR1B,3351,BRD-K30652337
HTR1D,3352,BRD-K30652337
HTR1E,3354,BRD-K30652337
HTR1F,3355,BRD-K30652337
HTR2B,3357,BRD-K30652337
HTR7,3363,BRD-K30652337
THRA,7067,BRD-K30685142
THRB,7068,BRD-K30685142
NR3C1,2908,BRD-K30697463
PLA2G1B,5319,BRD-K30697463
HRH2,3274,BRD-K30816563
KEAP1,9817,BRD-K31111078
JAK1,3716,BRD-K31283835
JAK2,3717,BRD-K31283835
JAK3,3718,BRD-K31283835
NR3C1,2908,BRD-K31627533
SERPINA6,866,BRD-K31627533
EGFR,1956,BRD-K31698212
HRH1,3269,BRD-K31731454
ADRB1,153,BRD-K31812033
ADRB2,154,BRD-K31812033
ADRB3,155,BRD-K31812033
ESR1,2099,BRD-K31920458
TOP1,7150,BRD-K31965398
TOP2A,7153,BRD-K31965398
CMPK1,51727,BRD-K32007074
RRM1,6240,BRD-K32007074
TYMS,7298,BRD-K32007074
MGMT,4255,BRD-K32107296
ABCC8,6833,BRD-K32164935
KCNJ1,3758,BRD-K32164935
KCNJ10,3766,BRD-K32164935
KCNJ11,3767,BRD-K32164935
CHRNA4,1137,BRD-K32247306
CHRNA7,1139,BRD-K32247306
GABRA1,2554,BRD-K32247306
GABRA2,2555,BRD-K32247306
GABRA3,2556,BRD-K32247306
GABRA4,2557,BRD-K32247306
GABRA5,2558,BRD-K32247306
GABRA6,2559,BRD-K32247306
GABRB1,2560,BRD-K32247306
GABRB2,2561,BRD-K32247306
GABRB3,2562,BRD-K32247306
GABRD,2563,BRD-K32247306
GABRE,2564,BRD-K32247306
GABRG1,2565,BRD-K32247306
GABRG2,2566,BRD-K32247306
GABRG3,2567,BRD-K32247306
GABRP,2568,BRD-K32247306
GABRQ,55879,BRD-K32247306
GRIA2,2891,BRD-K32247306
GRIK2,2898,BRD-K32247306
SCN10A,6336,BRD-K32247306
SCN11A,11280,BRD-K32247306
SCN1A,6323,BRD-K32247306
SCN2A,6326,BRD-K32247306
SCN3A,6328,BRD-K32247306
SCN4A,6329,BRD-K32247306
SCN5A,6331,BRD-K32247306
SCN7A,6332,BRD-K32247306
SCN8A,6334,BRD-K32247306
SCN9A,6335,BRD-K32247306
PNP,4860,BRD-K32318651
ALDH2,217,BRD-K32744045
DBH,1621,BRD-K32744045
ATP4A,495,BRD-K32768103
AKT1,207,BRD-K32786395
CCND1,595,BRD-K32786395
IKBKB,3551,BRD-K32786395
JUN,3725,BRD-K32786395
MAPK1,5594,BRD-K32786395
MAPK3,5595,BRD-K32786395
TXNRD1,7296,BRD-K32786395
HPRT1,3251,BRD-K32821942
IMPDH1,3614,BRD-K32821942
PPAT,5471,BRD-K32821942
ADRA2A,150,BRD-K32830106
ADRA2B,151,BRD-K32830106
ADRA2C,152,BRD-K32830106
ATIC,471,BRD-K32842773
DHFR,1719,BRD-K32842773
GART,2618,BRD-K32842773
TYMS,7298,BRD-K32842773
AR,367,BRD-K32977963
POLA1,5422,BRD-K33106058
POLB,5423,BRD-K33106058
POLD1,5424,BRD-K33106058
POLE,5426,BRD-K33106058
RARA,5914,BRD-K33127281
RARB,5915,BRD-K33127281
RARG,5916,BRD-K33127281
RXRA,6256,BRD-K33127281
RXRB,6257,BRD-K33127281
RXRG,6258,BRD-K33127281
ADRA1A,148,BRD-K33133047
ADRA1B,147,BRD-K33133047
ADRA1D,146,BRD-K33133047
CHRNA2,1135,BRD-K33211335
CHRNA3,1136,BRD-K33211335
CHRNA4,1137,BRD-K33211335
CHRNA7,1139,BRD-K33211335
CHRNB2,1141,BRD-K33211335
CHRNB4,1143,BRD-K33211335
CYBA,1535,BRD-K33211335
CYBB,1536,BRD-K33211335
GRIN3A,116443,BRD-K33211335
NCF1,653361,BRD-K33211335
NCF2,4688,BRD-K33211335
NCF4,4689,BRD-K33211335
OPRD1,4985,BRD-K33211335
OPRK1,4986,BRD-K33211335
OPRM1,4988,BRD-K33211335
PGRMC1,10857,BRD-K33211335
RAC1,5879,BRD-K33211335
RAC2,5880,BRD-K33211335
SIGMAR1,10280,BRD-K33211335
SLC6A2,6530,BRD-K33211335
SLC6A4,6532,BRD-K33211335
CYP3A4,1576,BRD-K33226500
CYP3A5,1577,BRD-K33226500
CYP3A7,1551,BRD-K33226500
ACKR3,57007,BRD-K33240821
CCR4,1233,BRD-K33240821
CXCR4,7852,BRD-K33240821
UGCG,7357,BRD-K33251802
ATP1A1,476,BRD-K33277808
ADRA1A,148,BRD-K33335792
ADRA2A,150,BRD-K33335792
CYP19A1,1588,BRD-K33425534
HRH1,3269,BRD-K33453211
NTSR2,23620,BRD-K33453211
ACHE,43,BRD-K33588785
DRD4,1815,BRD-K33637378
HTR1A,3350,BRD-K33637378
HTR2A,3356,BRD-K33637378
HTR4,3360,BRD-K33681278
PTGER3,5733,BRD-K33682646
GSTP1,2950,BRD-K33809398
CLCN2,1181,BRD-K33814251
HCN1,348980,BRD-K33972682
HCN3,57657,BRD-K33972682
HCN4,10021,BRD-K33972682
POLA1,5422,BRD-K34022604
POLD1,5424,BRD-K34022604
POLE,5426,BRD-K34022604
RRM1,6240,BRD-K34022604
RRM2,6241,BRD-K34022604
RRM2B,50484,BRD-K34022604
NR3C1,2908,BRD-K34032314
CYP3A4,1576,BRD-K34068325
CYP2C9,1559,BRD-K34098590
SLC12A1,6557,BRD-K34098590
HRH2,3274,BRD-K34157611
SLC29A4,222962,BRD-K34157611
SLC47A1,55244,BRD-K34157611
SLC47A2,146802,BRD-K34157611
DRD2,1813,BRD-K34415467
ACE,1636,BRD-K34441861
ACE2,59272,BRD-K34441861
ADRB2,154,BRD-K34469523
DRD1,1812,BRD-K34685430
HTR1E,3354,BRD-K34685430
HTR1F,3355,BRD-K34685430
HTR2A,3356,BRD-K34685430
HTR2B,3357,BRD-K34685430
HTR2C,3358,BRD-K34685430
DDC,1644,BRD-K34730807
DRD1,1812,BRD-K34730807
DRD2,1813,BRD-K34730807
DRD3,1814,BRD-K34730807
DRD4,1815,BRD-K34730807
DRD5,1816,BRD-K34730807
GPR143,4935,BRD-K34730807
ABCC8,6833,BRD-K34776109
KCNJ1,3758,BRD-K34776109
KCNJ11,3767,BRD-K34776109
EDNRA,1909,BRD-K34843150
EDNRB,1910,BRD-K34843150
ADORA1,134,BRD-K34888156
ADORA2A,135,BRD-K34888156
PDE4B,5142,BRD-K34888156
ADRA1A,148,BRD-K35034482
PGR,5241,BRD-K35189033
NR3C1,2908,BRD-K35240538
NR3C1,2908,BRD-K35245662
SERPINA6,866,BRD-K35245662
BCL2,596,BRD-K35458079
PGD,5226,BRD-K35520305
POLA2,23649,BRD-K35520305
ADRA1A,148,BRD-K35559145
ADRA1B,147,BRD-K35559145
ADRA1D,146,BRD-K35559145
ADRA2A,150,BRD-K35559145
ADRA2B,151,BRD-K35559145
ADRA2C,152,BRD-K35559145
CHRM1,1128,BRD-K35559145
CHRM2,1129,BRD-K35559145
CHRM3,1131,BRD-K35559145
CHRM4,1132,BRD-K35559145
CHRM5,1133,BRD-K35559145
DRD1,1812,BRD-K35559145
DRD2,1813,BRD-K35559145
DRD3,1814,BRD-K35559145
DRD4,1815,BRD-K35559145
DRD5,1816,BRD-K35559145
HRH1,3269,BRD-K35559145
HTR2A,3356,BRD-K35559145
HTR2C,3358,BRD-K35559145
ADRA2A,150,BRD-K35586044
ADRA2B,151,BRD-K35586044
ADRA2C,152,BRD-K35586044
DRD2,1813,BRD-K35586044
DRD3,1814,BRD-K35586044
HTR1A,3350,BRD-K35586044
HTR1B,3351,BRD-K35586044
HTR1D,3352,BRD-K35586044
HTR1E,3354,BRD-K35586044
HTR1F,3355,BRD-K35586044
HTR2A,3356,BRD-K35586044
HTR2B,3357,BRD-K35586044
HTR2C,3358,BRD-K35586044
HTR5A,3361,BRD-K35586044
HTR7,3363,BRD-K35586044
KCNJ1,3758,BRD-K35586044
KCNJ10,3766,BRD-K35586044
KCNJ11,3767,BRD-K35586044
KCNJ12,3768,BRD-K35586044
KCNJ14,3770,BRD-K35586044
KCNJ15,3772,BRD-K35586044
KCNJ8,3764,BRD-K35586044
DPYD,1806,BRD-K35687421
DRD1,1812,BRD-K35719256
DRD2,1813,BRD-K35719256
DRD3,1814,BRD-K35719256
HTR1A,3350,BRD-K35719256
HTR1B,3351,BRD-K35941380
HTR1D,3352,BRD-K35941380
HTR1E,3354,BRD-K35941380
HTR1F,3355,BRD-K35941380
HTR2A,3356,BRD-K35941380
HTR2B,3357,BRD-K35941380
HTR2C,3358,BRD-K35941380
HTR5A,3361,BRD-K35941380
HTR6,3362,BRD-K35941380
HTR7,3363,BRD-K35941380
STAT3,6774,BRD-K35960502
CHRM1,1128,BRD-K36207157
CHRM2,1129,BRD-K36207157
CHRM3,1131,BRD-K36207157
CHRM4,1132,BRD-K36207157
CHRM5,1133,BRD-K36207157
DRD1,1812,BRD-K36207157
DRD2,1813,BRD-K36207157
DRD3,1814,BRD-K36207157
HRH1,3269,BRD-K36207157
HTR2A,3356,BRD-K36207157
HTR2B,3357,BRD-K36207157
HTR2C,3358,BRD-K36207157
GSR,2936,BRD-K36234266
DPP4,1803,BRD-K36407194
RARA,5914,BRD-K36627727
RARB,5915,BRD-K36627727
HDAC10,83933,BRD-K36660044
HDAC6,10013,BRD-K36660044
HRH1,3269,BRD-K36732695
HTR2A,3356,BRD-K36732695
HTR2C,3358,BRD-K36732695
NOS3,4846,BRD-K36859431
PAH,5053,BRD-K36859431
TH,7054,BRD-K36859431
TPH1,7166,BRD-K36859431
ATP1A1,476,BRD-K36862742
CA1,759,BRD-K36862742
CA12,771,BRD-K36862742
CA2,760,BRD-K36862742
CA4,762,BRD-K36862742
CA9,768,BRD-K36862742
KCNMA1,3778,BRD-K36862742
SLC12A1,6557,BRD-K36862742
SLC12A3,6559,BRD-K36862742
ABCA1,19,BRD-K36927236
ABCB11,8647,BRD-K36927236
ABCC8,6833,BRD-K36927236
ABCC9,10060,BRD-K36927236
CFTR,1080,BRD-K36927236
CPT1A,1374,BRD-K36927236
KCNJ1,3758,BRD-K36927236
KCNJ11,3767,BRD-K36927236
KCNJ5,3762,BRD-K36927236
KCNJ8,3764,BRD-K36927236
SLCO2B1,11309,BRD-K36927236
CA14,23632,BRD-K37111771
F10,2159,BRD-K37130656
HRH1,3269,BRD-K37249724
KCNH1,3756,BRD-K37249724
KCNH2,3757,BRD-K37249724
AR,367,BRD-K37270826
NR1I2,8856,BRD-K37270826
NR3C1,2908,BRD-K37270826
PGR,5241,BRD-K37270826
ADRA1A,148,BRD-K37289225
ADRA1B,147,BRD-K37289225
ADRA1D,146,BRD-K37289225
ADRA2A,150,BRD-K37289225
ADRA2B,151,BRD-K37289225
ADRA2C,152,BRD-K37289225
CALY,50632,BRD-K37289225
CHRM1,1128,BRD-K37289225
CHRM2,1129,BRD-K37289225
CHRM3,1131,BRD-K37289225
CHRM4,1132,BRD-K37289225
CHRM5,1133,BRD-K37289225
DRD1,1812,BRD-K37289225
DRD2,1813,BRD-K37289225
DRD3,1814,BRD-K37289225
DRD4,1815,BRD-K37289225
DRD5,1816,BRD-K37289225
HRH1,3269,BRD-K37289225
HRH4,59340,BRD-K37289225
HTR1A,3350,BRD-K37289225
HTR1B,3351,BRD-K37289225
HTR1D,3352,BRD-K37289225
HTR1E,3354,BRD-K37289225
HTR1F,3355,BRD-K37289225
HTR2A,3356,BRD-K37289225
HTR2B,3357,BRD-K37289225
HTR2C,3358,BRD-K37289225
HTR3A,3359,BRD-K37289225
HTR5A,3361,BRD-K37289225
HTR6,3362,BRD-K37289225
HTR7,3363,BRD-K37289225
AVPR1A,552,BRD-K37385792
AVPR2,554,BRD-K37385792
CHRM1,1128,BRD-K37543758
CHRM2,1129,BRD-K37543758
CHRM3,1131,BRD-K37543758
CHRM4,1132,BRD-K37543758
HRH1,3269,BRD-K37694030
SLC6A2,6530,BRD-K37694030
SLC6A4,6532,BRD-K37694030
TOP2A,7153,BRD-K37798499
TOP2B,7155,BRD-K37798499
ADRA1A,148,BRD-K37814297
ADRA1B,147,BRD-K37814297
DRD1,1812,BRD-K37814297
DRD2,1813,BRD-K37814297
HTR1A,3350,BRD-K37814297
HTR2A,3356,BRD-K37814297
ITGA2B,3674,BRD-K37872686
ITGB3,3690,BRD-K37872686
ATP6V1A,523,BRD-K37949327
PTPRS,5802,BRD-K37949327
CHRM1,1128,BRD-K37991163
CHRM2,1129,BRD-K37991163
CHRM3,1131,BRD-K37991163
CHRM4,1132,BRD-K37991163
CHRM5,1133,BRD-K37991163
HTR2A,3356,BRD-K37991163
SLC6A2,6530,BRD-K37991163
SLC6A4,6532,BRD-K37991163
NR3C1,2908,BRD-K38003476
PLA2G1B,5319,BRD-K38003476
ESR1,2099,BRD-K38041788
PGR,5241,BRD-K38041788
F2,2147,BRD-K38168441
CFTR,1080,BRD-K38197229
GPR35,2859,BRD-K38197229
SLC12A1,6557,BRD-K38197229
SLC12A2,6558,BRD-K38197229
SLC12A4,6560,BRD-K38197229
SLC12A5,57468,BRD-K38197229
DRD2,1813,BRD-K38305202
DRD3,1814,BRD-K38305202
PTGS1,5742,BRD-K38323065
ADRA1A,148,BRD-K38436528
ADRA1B,147,BRD-K38436528
ADRA1D,146,BRD-K38436528
CHRM1,1128,BRD-K38436528
CHRM2,1129,BRD-K38436528
CHRM3,1131,BRD-K38436528
CHRM4,1132,BRD-K38436528
CHRM5,1133,BRD-K38436528
DRD1,1812,BRD-K38436528
DRD2,1813,BRD-K38436528
DRD5,1816,BRD-K38436528
HRH1,3269,BRD-K38436528
HTR1A,3350,BRD-K38436528
HTR2A,3356,BRD-K38436528
HTR2C,3358,BRD-K38436528
HTR6,3362,BRD-K38436528
HTR7,3363,BRD-K38436528
KCND2,3751,BRD-K38436528
KCND3,3752,BRD-K38436528
KCNH1,3756,BRD-K38436528
KCNH2,3757,BRD-K38436528
SLC6A2,6530,BRD-K38436528
SLC6A3,6531,BRD-K38436528
SLC6A4,6532,BRD-K38436528
SLCO1A2,6579,BRD-K38512030
SLCO1B1,10599,BRD-K38512030
SLCO1B3,28234,BRD-K38512030
SLCO2B1,11309,BRD-K38512030
DRD1,1812,BRD-K38580127
DRD5,1816,BRD-K38580127
HTR1A,3350,BRD-K38580127
HTR1B,3351,BRD-K38580127
HTR1D,3352,BRD-K38580127
HTR1E,3354,BRD-K38580127
HTR1F,3355,BRD-K38580127
HTR2A,3356,BRD-K38580127
HTR2B,3357,BRD-K38580127
HTR2C,3358,BRD-K38580127
HTR3A,3359,BRD-K38580127
HTR3B,9177,BRD-K38580127
HTR4,3360,BRD-K38580127
HTR5A,3361,BRD-K38580127
HTR6,3362,BRD-K38580127
HTR7,3363,BRD-K38580127
SLC36A1,206358,BRD-K38580127
MLNR,2862,BRD-K38684403
PGR,5241,BRD-K38704569
ANXA1,301,BRD-K38775274
NOS2,4843,BRD-K38775274
NR0B1,190,BRD-K38775274
NR3C1,2908,BRD-K38775274
NR3C2,4306,BRD-K38775274
AURKB,9212,BRD-K38903228
CACNA1B,774,BRD-K38903228
ADRA1A,148,BRD-K38911213
ADRA2A,150,BRD-K38911213
ADRA2B,151,BRD-K38911213
ADRA2C,152,BRD-K38911213
ESR1,2099,BRD-K39120595
ESR2,2100,BRD-K39120595
MCL1,4170,BRD-K39120595
NR3C1,2908,BRD-K39188321
PTGS1,5742,BRD-K39339537
PTGS2,5743,BRD-K39339537
AR,367,BRD-K39479472
ATP1A1,476,BRD-K39621635
ABCB1,5243,BRD-K39746403
ALB,213,BRD-K39746403
CYP3A4,1576,BRD-K39746403
CYP51A1,1595,BRD-K39746403
KCNH2,3757,BRD-K39746403
MLNR,2862,BRD-K39746403
SLC47A1,55244,BRD-K39746403
ADRA1A,148,BRD-K39915878
ADRA1B,147,BRD-K39915878
ADRA2A,150,BRD-K39915878
ADRA2B,151,BRD-K39915878
ADRA2C,152,BRD-K39915878
ADRB1,153,BRD-K39915878
CHRM1,1128,BRD-K39915878
CHRM2,1129,BRD-K39915878
CHRM3,1131,BRD-K39915878
CHRM4,1132,BRD-K39915878
CHRM5,1133,BRD-K39915878
DRD1,1812,BRD-K39915878
DRD2,1813,BRD-K39915878
DRD3,1814,BRD-K39915878
DRD4,1815,BRD-K39915878
DRD5,1816,BRD-K39915878
HRH1,3269,BRD-K39915878
HRH2,3274,BRD-K39915878
HRH4,59340,BRD-K39915878
HTR1A,3350,BRD-K39915878
HTR1B,3351,BRD-K39915878
HTR1D,3352,BRD-K39915878
HTR1E,3354,BRD-K39915878
HTR2A,3356,BRD-K39915878
HTR2C,3358,BRD-K39915878
HTR3A,3359,BRD-K39915878
HTR5A,3361,BRD-K39915878
HTR6,3362,BRD-K39915878
HTR7,3363,BRD-K39915878
SLC6A2,6530,BRD-K39915878
SLC6A3,6531,BRD-K39915878
SLC6A4,6532,BRD-K39915878
FFAR1,2864,BRD-K39965020
PTGS1,5742,BRD-K39965020
PTGS2,5743,BRD-K39965020
FLT4,2324,BRD-K39974922
KDR,3791,BRD-K39974922
NR3C1,2908,BRD-K39983086
CHRM1,1128,BRD-K40227168
CHRM2,1129,BRD-K40227168
CHRM3,1131,BRD-K40227168
CHRM4,1132,BRD-K40227168
MPL,4352,BRD-K40496271
CHRM1,1128,BRD-K40530731
CHRM2,1129,BRD-K40530731
CHRM3,1131,BRD-K40530731
CHRM4,1132,BRD-K40530731
CYP1A2,1544,BRD-K40758068
CYP2B6,1555,BRD-K40758068
CYP2C19,1557,BRD-K40758068
CYP2C9,1559,BRD-K40758068
CYP2D6,1565,BRD-K40758068
CYP3A4,1576,BRD-K40758068
CHRM1,1128,BRD-K40902647
CHRM2,1129,BRD-K40902647
CHRM3,1131,BRD-K40902647
CHRM4,1132,BRD-K40902647
